platform,server,uid,rid,dataUnix,num,totalMoney
IOS_YY,22,2|2451,2|2451|2|22|0,1571516379,6,456
IOS_YY,0,0|1688,0|1688|0|00|1,1571517249,5,350
IOS_YY,22,2|2156,2|2156|2|22|1,1571517369,7,539
IOS,24,2|2449,2|2449|2|24|0,1571517729,2,22
IOS_YY,14,1|1708,1|1708|1|14|1,1571518359,7,168
ADR,14,1|1582,1|1582|1|14|1,1571518899,6,102
H5,23,2|2918,2|2918|2|23|1,1571519079,6,90
ADR,5,0|351,0|351|0|05|1,1571519679,1,6
H5,11,1|338,1|338|1|11|0,1571519769,0,0
IOS,0,0|787,0|787|0|00|0,1571522199,8,504
IOS_YY,20,2|856_160,2|856_160|2|20|1,1571522619,6,84
ADR,25,2|2732,2|2732|2|25|1,1571522919,7,476
H5,0,0|1143,0|1143|0|00|0,1571523039,6,468
ADR,20,2|1171_229,2|1171_229|2|20|0,1571523129,3,222
IOS_YY,10,1|756,1|756|1|10|1,1571523429,8,640
ADR,23,2|414,2|414|2|23|0,1571523939,5,490
H5,15,1|250,1|250|1|15|1,1571524059,3,6
H5,20,2|153,2|153|2|20|0,1571524419,8,312
IOS,2,0|1882,0|1882|0|02|0,1571524959,3,90
ADR,0,0|2149,0|2149|0|00|1,1571525259,8,696
ADR,3,0|2763,0|2763|0|03|0,1571525499,4,388
ADR,23,2|2719,2|2719|2|23|1,1571525529,0,0
IOS_YY,3,0|2879,0|2879|0|03|0,1571525589,2,74
IOS,23,2|963,2|963|2|23|1,1571526789,2,40
IOS,0,0|2778,0|2778|0|00|1,1571527449,3,78
IOS_YY,12,1|93,1|93|1|12|1,1571527569,4,244
H5,1,0|1235,0|1235|0|01|0,1571528409,5,130
IOS,4,0|1847,0|1847|0|04|1,1571528469,1,18
IOS,14,1|1455,1|1455|1|14|1,1571528889,2,152
ADR,3,0|77,0|77|0|03|0,1571529159,7,154
H5,23,2|2489,2|2489|2|23|0,1571529219,1,88
ADR,10,1|884,1|884|1|10|0,1571529429,4,392
ADR,22,2|1001,2|1001|2|22|1,1571530719,1,59
H5,25,2|156,2|156|2|25|0,1571531409,4,200
ADR,22,2|1659,2|1659|2|22|0,1571531499,7,427
H5,14,1|2962,1|2962|1|14|0,1571531529,7,308
IOS,4,0|2462,0|2462|0|04|0,1571533179,4,260
H5,0,0|503,0|503|0|00|0,1571533239,7,252
H5,12,1|2016,1|2016|1|12|0,1571534409,0,0
H5,24,2|2175,2|2175|2|24|0,1571535189,5,270
IOS,21,2|1013_140,2|1013_140|2|21|0,1571535309,5,410
ADR,1,0|1846,0|1846|0|01|1,1571536329,2,6
IOS,12,1|2097,1|2097|1|12|1,1571536749,0,0
ADR,20,2|28,2|28|2|20|0,1571536899,5,220
IOS,12,1|78,1|78|1|12|1,1571537889,1,44
ADR,0,0|1467,0|1467|0|00|0,1571538279,4,224
H5,11,1|2334,1|2334|1|11|1,1571538519,9,459
ADR,20,2|844,2|844|2|20|0,1571538639,0,0
ADR,22,2|2455,2|2455|2|22|0,1571538699,7,126
ADR,0,0|428,0|428|0|00|0,1571539629,2,70
ADR,25,2|1163,2|1163|2|25|0,1571539929,6,450
H5,10,1|1232,1|1232|1|10|1,1571540469,9,657
H5,22,2|2498,2|2498|2|22|0,1571541399,1,26
IOS_YY,14,1|1979,1|1979|1|14|1,1571541519,2,102
IOS,11,1|1070,1|1070|1|11|0,1571542569,7,259
H5,4,0|625,0|625|0|04|0,1571542779,7,350
IOS,21,2|1443_282,2|1443_282|2|21|1,1571546439,3,45
ADR,5,0|1071,0|1071|0|05|0,1571547399,1,72
IOS_YY,22,2|2877,2|2877|2|22|0,1571547579,6,552
ADR,20,2|2441,2|2441|2|20|1,1571548539,5,480
IOS_YY,0,0|436,0|436|0|00|1,1571548989,9,234
ADR,5,0|1417,0|1417|0|05|0,1571549769,0,0
ADR,2,0|165,0|165|0|02|0,1571549889,8,328
H5,2,0|1917_239,0|1917_239|0|02|0,1571550099,9,297
H5,12,1|1551,1|1551|1|12|0,1571550489,4,108
ADR,12,1|1716,1|1716|1|12|1,1571550519,7,679
IOS,10,1|937,1|937|1|10|1,1571550579,4,348
IOS_YY,1,0|1621_195,0|1621_195|0|01|1,1571550849,3,285
IOS,22,2|305,2|305|2|22|0,1571551149,3,30
IOS,2,0|15,0|15|0|02|1,1571552199,8,712
H5,5,0|2835,0|2835|0|05|1,1571553399,8,384
H5,15,1|826,1|826|1|15|1,1571554179,3,96
IOS,2,0|1056,0|1056|0|02|0,1571555049,1,21
ADR,2,0|243,0|243|0|02|0,1571555259,5,10
IOS_YY,24,2|70_122,2|70_122|2|24|0,1571556279,2,114
ADR,21,2|1093,2|1093|2|21|0,1571556309,9,72
H5,15,1|1481_252,1|1481_252|1|15|1,1571556789,7,658
H5,25,2|965_5,2|965_5|2|25|1,1571557389,2,162
ADR,22,2|830,2|830|2|22|1,1571557869,0,0
IOS,10,1|2831,1|2831|1|10|0,1571558559,8,760
IOS,12,1|934,1|934|1|12|0,1571558619,3,60
IOS,24,2|32,2|32|2|24|1,1571559579,9,171
H5,21,2|2352,2|2352|2|21|1,1571560239,2,40
IOS,13,1|1850,1|1850|1|13|0,1571560569,7,588
ADR,14,1|2842,1|2842|1|14|1,1571561559,4,12
ADR,20,2|2028,2|2028|2|20|1,1571562099,4,136
IOS,25,2|228,2|228|2|25|0,1571563089,0,0
IOS,20,2|1041,2|1041|2|20|1,1571563779,2,198
IOS,14,1|2545,1|2545|1|14|1,1571564379,4,212
H5,0,0|597,0|597|0|00|0,1571565129,3,273
IOS,23,2|1537,2|1537|2|23|0,1571565819,8,224
IOS,5,0|661,0|661|0|05|1,1571566569,6,54
H5,23,2|801,2|801|2|23|0,1571567199,0,0
ADR,12,1|1337,1|1337|1|12|1,1571567439,7,287
ADR,2,0|1770,0|1770|0|02|1,1571568189,4,144
IOS_YY,3,0|1654,0|1654|0|03|1,1571568909,2,50
IOS,25,2|561,2|561|2|25|0,1571569179,0,0
H5,10,1|46,1|46|1|10|0,1571569299,5,465
IOS_YY,14,1|532,1|532|1|14|0,1571569419,7,595
IOS_YY,0,0|1227,0|1227|0|00|1,1571570319,6,54
ADR,1,0|95,0|95|0|01|1,1571570919,5,120
IOS,12,1|587,1|587|1|12|1,1571571249,1,56
H5,5,0|1262,0|1262|0|05|0,1571571699,7,602
IOS,15,1|665,1|665|1|15|0,1571572359,4,76
IOS,13,1|907,1|907|1|13|0,1571572809,6,330
ADR,14,1|2489,1|2489|1|14|0,1571572869,7,112
IOS_YY,23,2|146,2|146|2|23|1,1571572959,3,93
ADR,20,2|2754,2|2754|2|20|0,1571573169,5,440
IOS,25,2|2686,2|2686|2|25|1,1571573739,1,76
IOS,20,2|505_59,2|505_59|2|20|0,1571573919,1,36
IOS_YY,25,2|574,2|574|2|25|0,1571573979,0,0
IOS_YY,21,2|693,2|693|2|21|1,1571574159,0,0
ADR,14,1|754,1|754|1|14|1,1571574279,1,14
IOS,21,2|1396,2|1396|2|21|1,1571574969,0,0
IOS,0,0|1254,0|1254|0|00|0,1571575569,8,216
IOS,20,2|335,2|335|2|20|0,1571576889,9,612
IOS_YY,15,1|1219,1|1219|1|15|0,1571577129,4,112
IOS_YY,3,0|1619,0|1619|0|03|0,1571577489,3,51
H5,24,2|2579,2|2579|2|24|0,1571578029,8,472
ADR,21,2|2751,2|2751|2|21|1,1571578599,5,385
IOS_YY,24,2|248,2|248|2|24|0,1571579079,3,69
IOS_YY,10,1|2183,1|2183|1|10|1,1571580279,8,112
IOS_YY,13,1|944,1|944|1|13|0,1571580369,7,224
H5,20,2|956,2|956|2|20|0,1571580459,4,388
IOS_YY,10,1|2475,1|2475|1|10|1,1571581689,2,154
ADR,5,0|1055,0|1055|0|05|0,1571582079,9,72
ADR,25,2|18,2|18|2|25|0,1571582589,5,235
IOS_YY,24,2|2150,2|2150|2|24|0,1571582619,9,873
ADR,11,1|902,1|902|1|11|1,1571583459,2,178
H5,23,2|1538,2|1538|2|23|1,1571583699,7,252
ADR,21,2|862,2|862|2|21|0,1571583879,7,588
H5,23,2|2241,2|2241|2|23|0,1571584179,0,0
IOS_YY,1,0|2498,0|2498|0|01|1,1571584599,3,42
IOS,23,2|2149,2|2149|2|23|0,1571586429,4,96
IOS_YY,15,1|1368,1|1368|1|15|0,1571586579,7,266
IOS_YY,24,2|647,2|647|2|24|0,1571586639,8,288
IOS,5,0|1111,0|1111|0|05|0,1571586819,2,138
IOS_YY,11,1|1307,1|1307|1|11|0,1571501499,0,0
H5,15,1|1974,1|1974|1|15|0,1571501769,1,4
IOS_YY,24,2|1274,2|1274|2|24|1,1571501829,2,112
IOS,12,1|39,1|39|1|12|0,1571502069,4,260
H5,25,2|888,2|888|2|25|1,1571502249,3,282
H5,23,2|1847,2|1847|2|23|0,1571503359,1,4
ADR,2,0|1245_89,0|1245_89|0|02|0,1571503539,3,153
H5,25,2|1181,2|1181|2|25|0,1571504109,7,287
ADR,5,0|2788,0|2788|0|05|0,1571504289,8,136
H5,24,2|1350,2|1350|2|24|1,1571506119,5,435
IOS_YY,22,2|297,2|297|2|22|0,1571506209,3,39
H5,20,2|319,2|319|2|20|1,1571506329,9,432
IOS_YY,2,0|304,0|304|0|02|1,1571507469,1,42
IOS_YY,15,1|524,1|524|1|15|1,1571507589,5,265
ADR,2,0|631,0|631|0|02|1,1571509029,0,0
ADR,14,1|2192,1|2192|1|14|0,1571509449,9,216
ADR,11,1|1481,1|1481|1|11|0,1571511579,2,98
H5,20,2|1683,2|1683|2|20|1,1571512809,3,270
ADR,23,2|1363,2|1363|2|23|1,1571513109,0,0
IOS_YY,21,2|1039,2|1039|2|21|0,1571513859,6,594
IOS_YY,14,1|138,1|138|1|14|0,1571515359,4,140
ADR,12,1|1086,1|1086|1|12|1,1571515629,8,736
IOS_YY,13,1|122,1|122|1|13|0,1571516259,9,855
ADR,5,0|1017,0|1017|0|05|0,1571516829,5,225
H5,14,1|841,1|841|1|14|0,1571517009,6,492
H5,21,2|2625,2|2625|2|21|0,1571517909,5,145
IOS_YY,21,2|17,2|17|2|21|0,1571517939,3,6
ADR,15,1|872,1|872|1|15|0,1571518539,5,130
H5,24,2|1383,2|1383|2|24|0,1571520939,2,44
IOS,10,1|677,1|677|1|10|1,1571521599,3,120
ADR,5,0|2925,0|2925|0|05|1,1571521719,4,356
IOS,5,0|2042,0|2042|0|05|1,1571522949,1,8
ADR,1,0|2307,0|2307|0|01|0,1571523339,9,846
H5,1,0|608,0|608|0|01|1,1571523459,9,324
H5,22,2|252,2|252|2|22|0,1571523579,1,90
IOS,24,2|1553,2|1553|2|24|0,1571523819,4,136
H5,20,2|2810,2|2810|2|20|0,1571524359,0,0
ADR,15,1|2644,1|2644|1|15|0,1571524599,1,81
ADR,14,1|955,1|955|1|14|0,1571524629,6,582
IOS,14,1|1271,1|1271|1|14|0,1571524869,8,520
ADR,4,0|268,0|268|0|04|1,1571525049,2,98
H5,13,1|1637,1|1637|1|13|1,1571526459,6,96
ADR,4,0|1878,0|1878|0|04|1,1571527179,3,117
IOS,12,1|2895,1|2895|1|12|0,1571527419,0,0
H5,5,0|951,0|951|0|05|1,1571528229,6,444
IOS_YY,25,2|2834,2|2834|2|25|1,1571528649,1,5
ADR,4,0|2792,0|2792|0|04|1,1571529129,7,672
H5,24,2|455,2|455|2|24|1,1571529249,8,272
IOS,11,1|2481,1|2481|1|11|1,1571533209,4,44
IOS_YY,12,1|558_100,1|558_100|1|12|1,1571533659,0,0
ADR,11,1|2349,1|2349|1|11|0,1571533929,2,114
IOS_YY,10,1|687,1|687|1|10|0,1571534349,9,126
ADR,0,0|2161,0|2161|0|00|0,1571534499,5,330
ADR,2,0|1203_257,0|1203_257|0|02|1,1571534529,6,492
H5,2,0|2576,0|2576|0|02|0,1571535069,1,37
ADR,4,0|2064,0|2064|0|04|1,1571535279,4,396
H5,3,0|324,0|324|0|03|1,1571536269,8,72
IOS_YY,4,0|1734,0|1734|0|04|0,1571537349,6,114
IOS,14,1|1661,1|1661|1|14|1,1571538069,0,0
IOS,12,1|1352_259,1|1352_259|1|12|1,1571539179,6,186
ADR,10,1|1774,1|1774|1|10|0,1571539539,0,0
IOS,2,0|2995,0|2995|0|02|0,1571539959,4,132
IOS_YY,1,0|2024,0|2024|0|01|1,1571541549,5,365
ADR,5,0|1858_122,0|1858_122|0|05|1,1571541849,5,95
IOS,15,1|2055,1|2055|1|15|0,1571541879,7,378
ADR,21,2|2810,2|2810|2|21|0,1571543919,9,63
ADR,12,1|1864,1|1864|1|12|1,1571544489,4,232
IOS_YY,12,1|749,1|749|1|12|1,1571545209,6,234
H5,25,2|1103,2|1103|2|25|0,1571546499,7,77
ADR,1,0|969,0|969|0|01|0,1571546829,0,0
IOS,12,1|2035,1|2035|1|12|0,1571547729,6,582
IOS_YY,25,2|2111,2|2111|2|25|0,1571548059,2,22
IOS_YY,14,1|1121,1|1121|1|14|0,1571548449,8,400
IOS,15,1|1251,1|1251|1|15|0,1571549169,3,48
IOS_YY,2,0|1819,0|1819|0|02|0,1571550369,3,180
IOS,21,2|757,2|757|2|21|0,1571551329,1,43
IOS_YY,22,2|588,2|588|2|22|1,1571552979,5,450
ADR,2,0|2688,0|2688|0|02|0,1571554779,5,330
IOS,25,2|2352,2|2352|2|25|0,1571557719,0,0
IOS,12,1|61,1|61|1|12|0,1571558199,5,140
IOS,0,0|44_1,0|44_1|0|00|0,1571559099,1,32
IOS_YY,25,2|2435,2|2435|2|25|0,1571559129,7,378
ADR,22,2|262,2|262|2|22|1,1571559159,0,0
ADR,10,1|1477,1|1477|1|10|0,1571559369,0,0
IOS,13,1|259,1|259|1|13|0,1571559519,5,175
IOS_YY,5,0|1599,0|1599|0|05|1,1571559879,0,0
IOS_YY,21,2|395,2|395|2|21|1,1571560059,1,98
IOS,22,2|105_246,2|105_246|2|22|1,1571560419,4,380
IOS_YY,5,0|2172,0|2172|0|05|1,1571560989,7,665
IOS,0,0|1066,0|1066|0|00|1,1571561469,1,52
IOS_YY,23,2|489,2|489|2|23|1,1571561709,0,0
IOS_YY,0,0|2286,0|2286|0|00|0,1571562429,1,34
ADR,22,2|523,2|523|2|22|0,1571562459,1,2
IOS,25,2|347,2|347|2|25|1,1571562969,5,55
H5,3,0|497,0|497|0|03|0,1571563479,6,390
ADR,20,2|1877,2|1877|2|20|0,1571564049,0,0
ADR,13,1|2068,1|2068|1|13|1,1571564349,3,204
IOS,15,1|1003,1|1003|1|15|0,1571564559,7,308
IOS_YY,11,1|2329,1|2329|1|11|0,1571564979,0,0
IOS,24,2|2594,2|2594|2|24|1,1571565039,5,255
IOS_YY,2,0|2795,0|2795|0|02|0,1571565640,9,153
H5,11,1|2547,1|2547|1|11|1,1571565669,7,14
IOS_YY,13,1|1974,1|1974|1|13|1,1571566749,9,603
IOS,5,0|2879,0|2879|0|05|1,1571567139,0,0
IOS_YY,13,1|1505,1|1505|1|13|0,1571570109,9,405
IOS,1,0|1502,0|1502|0|01|0,1571570139,2,48
H5,1,0|1414,0|1414|0|01|1,1571570259,6,438
IOS,15,1|2176,1|2176|1|15|1,1571570589,2,170
IOS,14,1|2485,1|2485|1|14|1,1571571339,3,93
H5,24,2|82,2|82|2|24|1,1571571519,4,392
IOS,12,1|1468,1|1468|1|12|1,1571572149,3,87
ADR,22,2|92,2|92|2|22|1,1571572389,0,0
ADR,12,1|2022,1|2022|1|12|1,1571573409,8,312
ADR,15,1|2564,1|2564|1|15|1,1571573829,3,219
ADR,20,2|1279,2|1279|2|20|1,1571574129,6,414
IOS,24,2|1096,2|1096|2|24|0,1571574789,0,0
H5,12,1|1298,1|1298|1|12|1,1571575299,0,0
IOS,22,2|1631,2|1631|2|22|1,1571575629,9,684
ADR,3,0|2137,0|2137|0|03|1,1571576259,8,504
IOS_YY,2,0|19,0|19|0|02|1,1571576349,3,171
H5,0,0|477,0|477|0|00|0,1571577249,7,280
IOS_YY,25,2|1819,2|1819|2|25|0,1571577699,2,162
ADR,24,2|1486,2|1486|2|24|0,1571577909,9,144
IOS,23,2|2388,2|2388|2|23|0,1571578149,7,182
IOS,5,0|2208,0|2208|0|05|0,1571578509,1,6
IOS_YY,24,2|117,2|117|2|24|0,1571579349,1,35
ADR,0,0|423_148,0|423_148|0|00|1,1571579769,5,280
IOS_YY,3,0|1126,0|1126|0|03|1,1571580009,3,264
ADR,14,1|901,1|901|1|14|1,1571580639,1,37
H5,0,0|2075,0|2075|0|00|0,1571581089,3,72
H5,11,1|85,1|85|1|11|1,1571581179,3,60
IOS,24,2|785,2|785|2|24|0,1571582289,1,92
IOS,22,2|2484,2|2484|2|22|0,1571583219,6,546
IOS,3,0|907,0|907|0|03|0,1571583579,5,455
IOS_YY,21,2|2423,2|2423|2|21|0,1571584059,9,783
IOS_YY,10,1|373,1|373|1|10|0,1571584779,7,532
IOS,4,0|1396,0|1396|0|04|0,1571585529,9,639
IOS_YY,2,0|711,0|711|0|02|1,1571585559,6,90
IOS,11,1|2703,1|2703|1|11|1,1571586459,7,483
H5,13,1|1287,1|1287|1|13|0,1571587029,4,172
ADR,11,1|1786,1|1786|1|11|0,1571501139,4,240
ADR,3,0|2937,0|2937|0|03|0,1571501289,3,0
IOS,1,0|1019,0|1019|0|01|0,1571502039,3,12
IOS,20,2|764,2|764|2|20|0,1571504559,2,0
IOS,24,2|2358,2|2358|2|24|1,1571504649,5,180
H5,11,1|2848,1|2848|1|11|1,1571505249,7,77
IOS_YY,11,1|2645,1|2645|1|11|1,1571505279,3,48
ADR,2,0|1470,0|1470|0|02|0,1571505369,6,312
H5,10,1|2139,1|2139|1|10|1,1571505909,6,402
H5,4,0|1901,0|1901|0|04|0,1571506539,4,100
ADR,15,1|1731,1|1731|1|15|1,1571507679,8,176
H5,4,0|417_209,0|417_209|0|04|1,1571507739,2,136
IOS_YY,3,0|341,0|341|0|03|1,1571508069,7,427
IOS,0,0|191,0|191|0|00|1,1571508129,2,112
IOS_YY,10,1|2911,1|2911|1|10|1,1571508609,5,285
IOS_YY,2,0|1074,0|1074|0|02|0,1571508909,7,378
IOS,3,0|1126,0|1126|0|03|1,1571509119,5,285
H5,12,1|2745,1|2745|1|12|0,1571510049,6,204
IOS,20,2|1902,2|1902|2|20|1,1571510319,4,268
ADR,11,1|2639,1|2639|1|11|1,1571510409,0,0
ADR,1,0|992,0|992|0|01|0,1571510619,0,0
ADR,1,0|2114,0|2114|0|01|1,1571511249,0,0
IOS_YY,12,1|1147,1|1147|1|12|1,1571511489,1,48
IOS,13,1|1191,1|1191|1|13|1,1571511969,4,348
IOS_YY,1,0|318,0|318|0|01|1,1571512179,1,56
H5,3,0|1889,0|1889|0|03|0,1571513079,1,60
ADR,5,0|2168,0|2168|0|05|0,1571513889,0,0
IOS,11,1|742,1|742|1|11|0,1571515269,5,290
H5,1,0|1949,0|1949|0|01|1,1571515659,0,0
IOS_YY,20,2|1679,2|1679|2|20|0,1571516439,3,144
ADR,1,0|1536,0|1536|0|01|0,1571519319,8,224
IOS,13,1|147,1|147|1|13|1,1571519469,9,882
ADR,2,0|1725,0|1725|0|02|0,1571519619,8,600
IOS,4,0|110,0|110|0|04|0,1571519799,8,248
IOS,23,2|1376,2|1376|2|23|1,1571519889,1,82
ADR,2,0|1659,0|1659|0|02|1,1571520609,3,141
IOS,24,2|2058,2|2058|2|24|1,1571521329,9,378
ADR,14,1|1728,1|1728|1|14|0,1571521839,9,468
ADR,24,2|291,2|291|2|24|1,1571521929,4,100
ADR,25,2|1422,2|1422|2|25|1,1571522499,0,0
H5,0,0|2515,0|2515|0|00|0,1571522679,3,24
IOS,5,0|2118,0|2118|0|05|1,1571522769,8,728
ADR,0,0|1217,0|1217|0|00|0,1571523759,9,90
ADR,22,2|2511,2|2511|2|22|0,1571524539,8,592
H5,2,0|1057_59,0|1057_59|0|02|1,1571525139,4,188
H5,21,2|752,2|752|2|21|1,1571525439,8,792
ADR,5,0|2591,0|2591|0|05|0,1571526069,4,348
ADR,11,1|2393,1|2393|1|11|0,1571526279,4,168
ADR,20,2|2021,2|2021|2|20|0,1571526609,3,75
H5,0,0|2782,0|2782|0|00|1,1571527029,3,231
IOS,10,1|2444,1|2444|1|10|1,1571527839,4,48
IOS,20,2|1836,2|1836|2|20|0,1571528199,9,594
IOS,0,0|1642,0|1642|0|00|1,1571529729,3,147
IOS_YY,1,0|2632,0|2632|0|01|0,1571529789,4,0
H5,10,1|2650,1|2650|1|10|1,1571530389,7,588
IOS,10,1|2485,1|2485|1|10|0,1571530749,2,2
IOS,1,0|2134,0|2134|0|01|0,1571530839,3,120
ADR,2,0|381,0|381|0|02|1,1571531019,0,0
IOS_YY,12,1|1488,1|1488|1|12|1,1571531139,4,320
IOS,14,1|1763,1|1763|1|14|0,1571532969,3,42
IOS,24,2|1438,2|1438|2|24|0,1571534379,1,66
IOS,12,1|974,1|974|1|12|0,1571534619,8,280
H5,2,0|1130,0|1130|0|02|0,1571534769,5,75
ADR,15,1|989,1|989|1|15|0,1571535339,4,108
IOS_YY,1,0|1805_10,0|1805_10|0|01|1,1571535519,4,60
IOS_YY,0,0|2768,0|2768|0|00|1,1571536089,6,528
IOS,2,0|1092,0|1092|0|02|0,1571536869,1,71
IOS_YY,22,2|2033,2|2033|2|22|1,1571537769,0,0
ADR,22,2|1199,2|1199|2|22|1,1571538009,5,375
IOS,20,2|382,2|382|2|20|1,1571538729,3,114
ADR,24,2|514,2|514|2|24|0,1571538969,1,11
IOS_YY,10,1|2112,1|2112|1|10|1,1571539119,5,395
IOS,22,2|403_250,2|403_250|2|22|0,1571539599,4,376
IOS_YY,10,1|62,1|62|1|10|0,1571539839,1,69
ADR,4,0|162,0|162|0|04|0,1571539869,4,356
IOS,20,2|903,2|903|2|20|0,1571540859,7,140
IOS_YY,3,0|2335,0|2335|0|03|0,1571541159,5,385
ADR,24,2|2639,2|2639|2|24|0,1571541219,6,450
H5,20,2|2842,2|2842|2|20|0,1571541429,6,138
ADR,24,2|1508,2|1508|2|24|1,1571542089,0,0
ADR,23,2|377,2|377|2|23|1,1571542179,3,63
ADR,12,1|1794,1|1794|1|12|0,1571542509,7,147
H5,14,1|179,1|179|1|14|0,1571543139,1,79
ADR,25,2|528,2|528|2|25|0,1571544429,9,387
ADR,13,1|1435,1|1435|1|13|0,1571544819,3,180
IOS_YY,23,2|1572,2|1572|2|23|0,1571545959,5,430
H5,14,1|2496,1|2496|1|14|1,1571547369,5,230
H5,13,1|1709,1|1709|1|13|0,1571548869,6,408
IOS_YY,11,1|1238,1|1238|1|11|0,1571549019,9,333
IOS,14,1|1099,1|1099|1|14|0,1571549289,8,256
H5,24,2|2817,2|2817|2|24|1,1571551089,1,37
IOS_YY,4,0|630,0|630|0|04|1,1571551629,0,0
IOS,22,2|47,2|47|2|22|1,1571552049,6,300
IOS,4,0|2916,0|2916|0|04|0,1571552289,8,80
ADR,22,2|2033,2|2033|2|22|0,1571552649,6,54
ADR,25,2|570,2|570|2|25|0,1571553639,0,0
IOS_YY,14,1|122,1|122|1|14|0,1571554449,4,100
H5,15,1|187,1|187|1|15|1,1571556189,2,114
ADR,13,1|2333,1|2333|1|13|1,1571556549,0,0
IOS_YY,25,2|710,2|710|2|25|1,1571558859,7,651
H5,22,2|2962,2|2962|2|22|0,1571558979,6,576
ADR,13,1|55,1|55|1|13|0,1571559009,9,459
ADR,2,0|632,0|632|0|02|0,1571559189,1,87
ADR,4,0|2556,0|2556|0|04|1,1571559219,0,0
H5,20,2|197,2|197|2|20|1,1571559309,8,512
ADR,24,2|187,2|187|2|24|0,1571559819,7,378
H5,0,0|1989,0|1989|0|00|0,1571560299,2,96
ADR,22,2|1437,2|1437|2|22|0,1571560329,4,352
IOS,25,2|2321,2|2321|2|25|1,1571561349,7,490
IOS,0,0|1259,0|1259|0|00|0,1571561499,0,0
IOS,23,2|998,2|998|2|23|0,1571561799,8,744
IOS,11,1|2069,1|2069|1|11|1,1571562279,6,42
IOS_YY,1,0|486,0|486|0|01|0,1571562759,8,744
ADR,21,2|258,2|258|2|21|0,1571563809,5,135
IOS_YY,12,1|2488,1|2488|1|12|0,1571565879,9,846
ADR,12,1|1574,1|1574|1|12|0,1571566239,8,592
ADR,13,1|2073,1|2073|1|13|1,1571567169,2,162
ADR,2,0|1447_95,0|1447_95|0|02|1,1571567829,4,0
ADR,20,2|526,2|526|2|20|0,1571568279,3,96
IOS,3,0|1725,0|1725|0|03|0,1571568669,7,623
H5,1,0|1654,0|1654|0|01|1,1571569719,8,472
IOS,10,1|1689,1|1689|1|10|1,1571570079,2,92
H5,2,0|2195,0|2195|0|02|0,1571570379,7,224
ADR,15,1|2510,1|2510|1|15|0,1571570679,9,198
IOS,1,0|1271,0|1271|0|01|0,1571571669,6,564
ADR,23,2|181,2|181|2|23|0,1571571729,2,136
ADR,0,0|2656,0|2656|0|00|1,1571572119,9,63
ADR,20,2|2614,2|2614|2|20|0,1571574819,9,810
H5,14,1|2993,1|2993|1|14|0,1571575029,7,252
IOS_YY,14,1|112,1|112|1|14|0,1571575449,3,282
H5,5,0|1935_41,0|1935_41|0|05|0,1571575989,6,318
IOS_YY,14,1|1851,1|1851|1|14|1,1571576619,1,74
IOS,11,1|1463,1|1463|1|11|1,1571577099,8,288
H5,22,2|350,2|350|2|22|0,1571577879,4,368
ADR,25,2|1216,2|1216|2|25|1,1571579169,2,190
ADR,1,0|405,0|405|0|01|1,1571580039,0,0
H5,21,2|2313,2|2313|2|21|1,1571580969,8,264
IOS_YY,0,0|1745,0|1745|0|00|0,1571581029,7,91
H5,22,2|1128,2|1128|2|22|1,1571581779,0,0
H5,4,0|2172,0|2172|0|04|0,1571581809,8,696
IOS,5,0|257,0|257|0|05|1,1571582439,7,91
ADR,24,2|1412,2|1412|2|24|1,1571583549,9,333
IOS,14,1|2478,1|2478|1|14|1,1571584149,3,108
IOS_YY,5,0|2179,0|2179|0|05|1,1571586309,7,7
H5,10,1|1287,1|1287|1|10|1,1571587089,3,66
IOS,21,2|392,2|392|2|21|0,1571501469,9,414
IOS_YY,5,0|1853,0|1853|0|05|0,1571501709,5,465
IOS_YY,11,1|643,1|643|1|11|0,1571502639,2,90
H5,11,1|988,1|988|1|11|0,1571503479,1,41
H5,12,1|229_102,1|229_102|1|12|0,1571504739,9,63
H5,5,0|417,0|417|0|05|0,1571505459,5,135
H5,15,1|2812,1|2812|1|15|1,1571505609,3,93
IOS,5,0|1955,0|1955|0|05|0,1571506239,6,66
ADR,15,1|2052,1|2052|1|15|0,1571506839,2,72
H5,10,1|503,1|503|1|10|1,1571507379,9,531
IOS,25,2|927,2|927|2|25|0,1571508579,4,360
IOS_YY,3,0|2799,0|2799|0|03|0,1571509059,3,246
H5,1,0|2852,0|2852|0|01|1,1571510199,7,665
IOS,13,1|1186,1|1186|1|13|0,1571510379,4,208
IOS,1,0|2679,0|2679|0|01|0,1571510589,6,312
H5,11,1|2014,1|2014|1|11|0,1571511069,4,52
ADR,5,0|9,0|9|0|05|0,1571512239,9,0
IOS,5,0|1491,0|1491|0|05|1,1571514009,7,189
ADR,22,2|2397,2|2397|2|22|0,1571514399,0,0
ADR,3,0|2539,0|2539|0|03|0,1571514639,4,280
ADR,14,1|83,1|83|1|14|0,1571515089,9,855
ADR,11,1|1115,1|1115|1|11|1,1571515569,4,220
IOS_YY,14,1|2028,1|2028|1|14|0,1571516019,4,112
IOS_YY,12,1|1450,1|1450|1|12|0,1571516319,4,20
IOS,20,2|1366,2|1366|2|20|1,1571516769,5,380
IOS_YY,5,0|1584,0|1584|0|05|0,1571517129,4,64
IOS_YY,21,2|1614,2|1614|2|21|1,1571517429,6,510
IOS,25,2|2659,2|2659|2|25|1,1571517639,2,4
IOS_YY,12,1|863,1|863|1|12|0,1571520669,5,365
