platform,server,uid,rid,dataUnix,status
H5,21,2|1676,2|1676|2|21|0,1571595579,LOGIN
IOS,22,2|470,2|470|2|22|1,1571596689,LOGOUT
ADR,22,2|1633,2|1633|2|22|1,1571597469,LOGOUT
IOS,1,0|1472,0|1472|0|01|1,1571597619,LOGIN
ADR,2,0|284_38,0|284_38|0|02|1,1571598039,LOGOUT
IOS,3,0|755,0|755|0|03|0,1571598069,LOGOUT
H5,21,2|425,2|425|2|21|0,1571598549,LOGIN
IOS_YY,2,0|691,0|691|0|02|1,1571598639,LOGOUT
ADR,20,2|264,2|264|2|20|0,1571599299,LOGIN
IOS_YY,10,1|2632,1|2632|1|10|1,1571599929,LOGIN
H5,13,1|422,1|422|1|13|0,1571600079,LOGOUT
IOS,21,2|2783,2|2783|2|21|1,1571600259,LOGIN
IOS_YY,2,0|1617,0|1617|0|02|0,1571600469,LOGOUT
IOS,23,2|1505,2|1505|2|23|1,1571601309,LOGOUT
H5,12,1|2155,1|2155|1|12|1,1571601549,LOGIN
IOS,11,1|2596,1|2596|1|11|1,1571602269,LOGOUT
ADR,3,0|350,0|350|0|03|1,1571602419,LOGOUT
ADR,21,2|1651,2|1651|2|21|1,1571602599,LOGOUT
IOS,12,1|2991,1|2991|1|12|0,1571602809,LOGOUT
H5,4,0|2593,0|2593|0|04|0,1571602899,LOGIN
IOS,11,1|2630,1|2630|1|11|1,1571603589,LOGOUT
IOS,11,1|2630,1|2630|1|11|1,1571603589,LOGOUT
IOS,22,2|2445,2|2445|2|22|0,1571604369,LOGIN
IOS_YY,1,0|1834,0|1834|0|01|1,1571604579,LOGIN
ADR,11,1|1307,1|1307|1|11|1,1571604639,LOGOUT
ADR,21,2|18,2|18|2|21|0,1571604999,LOGOUT
H5,1,0|2015,0|2015|0|01|0,1571605179,LOGIN
IOS,20,2|1319,2|1319|2|20|0,1571605929,LOGIN
IOS_YY,4,0|2594,0|2594|0|04|1,1571606319,LOGIN
H5,20,2|2451,2|2451|2|20|1,1571606559,LOGIN
ADR,2,0|1114,0|1114|0|02|1,1571607759,LOGOUT
IOS,2,0|675,0|675|0|02|1,1571607789,LOGIN
ADR,11,1|2317,1|2317|1|11|0,1571607819,LOGIN
IOS_YY,4,0|13,0|13|0|04|1,1571607969,LOGIN
ADR,12,1|2543,1|2543|1|12|0,1571608269,LOGIN
H5,2,0|2650,0|2650|0|02|1,1571609079,LOGIN
H5,21,2|796,2|796|2|21|0,1571609409,LOGIN
H5,14,1|1771,1|1771|1|14|0,1571610429,LOGOUT
IOS,11,1|2573,1|2573|1|11|1,1571610729,LOGOUT
IOS_YY,12,1|744,1|744|1|12|1,1571610969,LOGOUT
IOS,25,2|265,2|265|2|25|1,1571611179,LOGIN
IOS_YY,23,2|2859,2|2859|2|23|0,1571611569,LOGOUT
IOS,12,1|2094,1|2094|1|12|0,1571611749,LOGOUT
IOS_YY,12,1|1537,1|1537|1|12|0,1571612259,LOGIN
IOS,13,1|375,1|375|1|13|0,1571612319,LOGOUT
IOS,13,1|375,1|375|1|13|0,1571612319,LOGOUT
ADR,12,1|526,1|526|1|12|0,1571612349,LOGIN
IOS,23,2|2869,2|2869|2|23|0,1571612859,LOGIN
ADR,10,1|1264,1|1264|1|10|1,1571612979,LOGOUT
H5,1,0|2931,0|2931|0|01|0,1571613339,LOGOUT
ADR,5,0|388_197,0|388_197|0|05|1,1571613489,LOGOUT
ADR,5,0|2726,0|2726|0|05|1,1571614539,LOGIN
H5,24,2|2079,2|2079|2|24|1,1571614839,LOGIN
IOS_YY,1,0|1224,0|1224|0|01|1,1571614869,LOGIN
H5,10,1|1466,1|1466|1|10|0,1571615229,LOGIN
IOS_YY,5,0|424,0|424|0|05|0,1571615799,LOGIN
IOS,13,1|2833,1|2833|1|13|0,1571615979,LOGOUT
IOS,13,1|2833,1|2833|1|13|0,1571615979,LOGOUT
ADR,14,1|662,1|662|1|14|0,1571616669,LOGIN
IOS_YY,1,0|99,0|99|0|01|1,1571616699,LOGOUT
ADR,25,2|1133,2|1133|2|25|1,1571616849,LOGOUT
IOS_YY,22,2|1783,2|1783|2|22|1,1571616969,LOGOUT
IOS,1,0|2214,0|2214|0|01|1,1571618199,LOGOUT
ADR,23,2|2154,2|2154|2|23|0,1571618439,LOGOUT
H5,12,1|1599,1|1599|1|12|0,1571619729,LOGOUT
IOS,20,2|1459,2|1459|2|20|1,1571620359,LOGOUT
IOS_YY,25,2|1477,2|1477|2|25|0,1571620809,LOGIN
H5,25,2|984,2|984|2|25|1,1571620959,LOGIN
IOS,24,2|2615,2|2615|2|24|1,1571621349,LOGIN
IOS_YY,22,2|222,2|222|2|22|0,1571621469,LOGIN
ADR,4,0|437,0|437|0|04|0,1571621529,LOGIN
IOS_YY,25,2|2202,2|2202|2|25|1,1571622069,LOGOUT
IOS,3,0|636,0|636|0|03|1,1571622309,LOGIN
ADR,12,1|2288,1|2288|1|12|1,1571622429,LOGOUT
ADR,12,1|2288,1|2288|1|12|1,1571622429,LOGOUT
IOS_YY,15,1|88,1|88|1|15|1,1571622609,LOGIN
IOS_YY,20,2|2829,2|2829|2|20|1,1571622939,LOGOUT
IOS_YY,20,2|2829,2|2829|2|20|1,1571622939,LOGOUT
ADR,15,1|2531,1|2531|1|15|0,1571623179,LOGIN
IOS_YY,23,2|2153,2|2153|2|23|0,1571623269,LOGOUT
H5,22,2|2317,2|2317|2|22|0,1571623809,LOGOUT
H5,20,2|2045,2|2045|2|20|0,1571624319,LOGOUT
IOS_YY,15,1|1317,1|1317|1|15|1,1571624379,LOGOUT
H5,12,1|804,1|804|1|12|1,1571624469,LOGIN
IOS_YY,11,1|2185,1|2185|1|11|0,1571624889,LOGOUT
IOS,15,1|1182,1|1182|1|15|0,1571625129,LOGOUT
ADR,11,1|2145,1|2145|1|11|0,1571625789,LOGIN
H5,25,2|1645,2|1645|2|25|0,1571625999,LOGIN
ADR,13,1|2976,1|2976|1|13|1,1571626299,LOGIN
IOS_YY,3,0|639,0|639|0|03|1,1571627019,LOGIN
IOS_YY,5,0|2893,0|2893|0|05|0,1571627049,LOGOUT
IOS_YY,5,0|2893,0|2893|0|05|0,1571627049,LOGOUT
IOS,1,0|1689,0|1689|0|01|1,1571628189,LOGOUT
ADR,2,0|731,0|731|0|02|0,1571628879,LOGOUT
ADR,5,0|2665,0|2665|0|05|1,1571628909,LOGOUT
ADR,4,0|184,0|184|0|04|1,1571630319,LOGIN
ADR,1,0|2932,0|2932|0|01|1,1571630409,LOGIN
IOS,21,2|1387,2|1387|2|21|0,1571630439,LOGIN
IOS,2,0|1511,0|1511|0|02|0,1571631099,LOGOUT
IOS_YY,23,2|938,2|938|2|23|0,1571631669,LOGIN
H5,23,2|2499,2|2499|2|23|0,1571632359,LOGIN
ADR,20,2|1479_116,2|1479_116|2|20|1,1571632539,LOGIN
IOS_YY,2,0|1355,0|1355|0|02|0,1571632569,LOGIN
H5,20,2|1312,2|1312|2|20|1,1571633109,LOGOUT
ADR,10,1|1202,1|1202|1|10|1,1571634039,LOGOUT
IOS,3,0|1974,0|1974|0|03|1,1571634699,LOGOUT
IOS,3,0|2336,0|2336|0|03|1,1571634759,LOGOUT
ADR,21,2|946,2|946|2|21|0,1571635359,LOGOUT
IOS,11,1|1034,1|1034|1|11|1,1571635569,LOGOUT
H5,3,0|1056,0|1056|0|03|1,1571636739,LOGOUT
H5,15,1|1162,1|1162|1|15|1,1571638869,LOGOUT
IOS_YY,5,0|304,0|304|0|05|0,1571639469,LOGIN
IOS_YY,2,0|2798,0|2798|0|02|1,1571639919,LOGOUT
ADR,0,0|2324,0|2324|0|00|0,1571639979,LOGIN
ADR,5,0|2145,0|2145|0|05|1,1571640279,LOGIN
ADR,10,1|1394_126,1|1394_126|1|10|1,1571640519,LOGOUT
IOS_YY,5,0|1064,0|1064|0|05|1,1571640609,LOGIN
IOS,1,0|2096,0|2096|0|01|0,1571640729,LOGIN
H5,5,0|2332,0|2332|0|05|0,1571640789,LOGIN
H5,5,0|2332,0|2332|0|05|0,1571640789,LOGIN
ADR,14,1|1143,1|1143|1|14|0,1571640849,LOGIN
IOS,25,2|1621,2|1621|2|25|0,1571641479,LOGIN
ADR,13,1|2548,1|2548|1|13|1,1571641629,LOGOUT
ADR,13,1|2548,1|2548|1|13|1,1571641629,LOGOUT
IOS,3,0|1161,0|1161|0|03|0,1571641899,LOGOUT
H5,5,0|1371,0|1371|0|05|0,1571642739,LOGIN
IOS,20,2|1174,2|1174|2|20|0,1571643369,LOGOUT
IOS_YY,5,0|114,0|114|0|05|1,1571643579,LOGOUT
IOS,22,2|1026,2|1026|2|22|1,1571644089,LOGOUT
IOS_YY,11,1|1246,1|1246|1|11|1,1571644269,LOGIN
H5,10,1|1350,1|1350|1|10|1,1571644659,LOGOUT
H5,2,0|320_150,0|320_150|0|02|0,1571645499,LOGIN
H5,23,2|2299,2|2299|2|23|1,1571646789,LOGIN
H5,21,2|2542,2|2542|2|21|0,1571646969,LOGOUT
H5,22,2|293,2|293|2|22|1,1571647239,LOGOUT
IOS,20,2|794,2|794|2|20|0,1571648229,LOGIN
IOS,4,0|2894,0|2894|0|04|0,1571648259,LOGIN
IOS,12,1|887,1|887|1|12|1,1571648979,LOGOUT
IOS_YY,5,0|456,0|456|0|05|1,1571649309,LOGOUT
IOS,22,2|1935,2|1935|2|22|0,1571649639,LOGIN
IOS_YY,24,2|1727,2|1727|2|24|1,1571650509,LOGOUT
IOS_YY,22,2|2825,2|2825|2|22|0,1571650779,LOGIN
ADR,4,0|1205,0|1205|0|04|1,1571651349,LOGOUT
IOS,2,0|1090,0|1090|0|02|0,1571651949,LOGOUT
IOS,23,2|2401,2|2401|2|23|0,1571651979,LOGOUT
ADR,20,2|51,2|51|2|20|1,1571652399,LOGIN
ADR,12,1|1053,1|1053|1|12|0,1571652429,LOGIN
H5,14,1|1277,1|1277|1|14|0,1571653599,LOGOUT
H5,20,2|2779,2|2779|2|20|1,1571655129,LOGOUT
IOS_YY,0,0|2267,0|2267|0|00|1,1571655669,LOGOUT
IOS_YY,0,0|2267,0|2267|0|00|1,1571655669,LOGOUT
ADR,20,2|2092,2|2092|2|20|0,1571655969,LOGIN
ADR,13,1|1121,1|1121|1|13|1,1571656059,LOGOUT
IOS,3,0|229,0|229|0|03|0,1571656239,LOGIN
IOS,21,2|1616,2|1616|2|21|0,1571656449,LOGIN
IOS,0,0|329,0|329|0|00|0,1571656539,LOGIN
IOS_YY,22,2|517,2|517|2|22|1,1571656869,LOGIN
IOS,14,1|59_102,1|59_102|1|14|0,1571657709,LOGIN
ADR,15,1|1585,1|1585|1|15|0,1571657769,LOGIN
IOS,5,0|2745,0|2745|0|05|0,1571658459,LOGIN
IOS,24,2|1510,2|1510|2|24|1,1571658729,LOGOUT
ADR,13,1|2282,1|2282|1|13|1,1571658999,LOGOUT
H5,14,1|1838,1|1838|1|14|0,1571659149,LOGOUT
IOS,14,1|2788,1|2788|1|14|0,1571659179,LOGIN
ADR,22,2|638,2|638|2|22|1,1571659929,LOGOUT
IOS,0,0|786,0|786|0|00|0,1571660019,LOGIN
H5,1,0|1153,0|1153|0|01|0,1571660169,LOGIN
H5,23,2|176,2|176|2|23|0,1571660229,LOGOUT
ADR,5,0|1881,0|1881|0|05|1,1571660259,LOGIN
IOS_YY,1,0|2874,0|2874|0|01|0,1571660829,LOGOUT
ADR,3,0|1329,0|1329|0|03|1,1571661009,LOGOUT
IOS_YY,1,0|1448,0|1448|0|01|0,1571661219,LOGOUT
IOS,23,2|1835,2|1835|2|23|1,1571661429,LOGOUT
ADR,24,2|185,2|185|2|24|1,1571661579,LOGIN
ADR,1,0|1790,0|1790|0|01|1,1571661609,LOGIN
IOS_YY,15,1|201,1|201|1|15|1,1571661819,LOGIN
IOS,25,2|1375,2|1375|2|25|1,1571662089,LOGIN
ADR,13,1|1099,1|1099|1|13|0,1571662179,LOGOUT
ADR,13,1|1325,1|1325|1|13|1,1571662359,LOGIN
IOS,2,0|2705,0|2705|0|02|0,1571662629,LOGOUT
IOS_YY,25,2|739,2|739|2|25|0,1571662869,LOGIN
IOS_YY,12,1|1271,1|1271|1|12|1,1571662899,LOGOUT
ADR,0,0|1247,0|1247|0|00|0,1571663319,LOGIN
IOS_YY,23,2|190,2|190|2|23|1,1571663589,LOGIN
ADR,0,0|1259,0|1259|0|00|0,1571663649,LOGIN
H5,10,1|1478,1|1478|1|10|1,1571663799,LOGIN
H5,14,1|1284,1|1284|1|14|1,1571664099,LOGOUT
H5,0,0|109,0|109|0|00|0,1571664489,LOGIN
IOS_YY,1,0|618,0|618|0|01|0,1571664549,LOGOUT
H5,2,0|113,0|113|0|02|0,1571664879,LOGIN
H5,22,2|1554,2|1554|2|22|0,1571664969,LOGIN
ADR,24,2|2808,2|2808|2|24|0,1571665149,LOGIN
H5,12,1|1013,1|1013|1|12|1,1571665959,LOGIN
IOS,14,1|2813,1|2813|1|14|0,1571666469,LOGOUT
H5,22,2|1879,2|1879|2|22|0,1571666649,LOGOUT
IOS_YY,20,2|1811,2|1811|2|20|1,1571667069,LOGIN
ADR,0,0|1217,0|1217|0|00|0,1571667129,LOGIN
H5,13,1|449,1|449|1|13|1,1571667399,LOGOUT
IOS_YY,25,2|2139,2|2139|2|25|0,1571667429,LOGOUT
IOS,4,0|2929,0|2929|0|04|0,1571667669,LOGIN
IOS_YY,25,2|1737,2|1737|2|25|0,1571669049,LOGOUT
ADR,15,1|2084,1|2084|1|15|0,1571669289,LOGIN
IOS,24,2|2190,2|2190|2|24|1,1571669379,LOGOUT
IOS_YY,10,1|443,1|443|1|10|1,1571669409,LOGOUT
H5,11,1|2886,1|2886|1|11|1,1571669529,LOGOUT
IOS_YY,3,0|464,0|464|0|03|0,1571670369,LOGIN
ADR,14,1|1871,1|1871|1|14|1,1571671059,LOGOUT
IOS,1,0|2301,0|2301|0|01|1,1571671089,LOGIN
IOS,25,2|1067,2|1067|2|25|0,1571672349,LOGOUT
H5,0,0|1404,0|1404|0|00|0,1571672559,LOGIN
ADR,4,0|718,0|718|0|04|0,1571673219,LOGIN
ADR,3,0|2801,0|2801|0|03|1,1571673519,LOGOUT
H5,13,1|1523,1|1523|1|13|0,1571587269,LOGOUT
H5,3,0|2221,0|2221|0|03|1,1571588349,LOGIN
IOS,20,2|1511,2|1511|2|20|1,1571588529,LOGIN
ADR,25,2|582,2|582|2|25|0,1571588799,LOGIN
IOS_YY,12,1|1448,1|1448|1|12|1,1571589699,LOGOUT
ADR,0,0|958,0|958|0|00|1,1571590149,LOGOUT
H5,15,1|638,1|638|1|15|1,1571590839,LOGIN
H5,20,2|803,2|803|2|20|1,1571591319,LOGOUT
IOS_YY,23,2|874,2|874|2|23|1,1571591619,LOGOUT
ADR,23,2|929,2|929|2|23|1,1571591859,LOGIN
ADR,12,1|845,1|845|1|12|1,1571592039,LOGIN
ADR,20,2|538,2|538|2|20|1,1571592279,LOGOUT
IOS,1,0|1158,0|1158|0|01|1,1571592399,LOGIN
IOS_YY,14,1|1181,1|1181|1|14|1,1571592429,LOGOUT
ADR,11,1|327,1|327|1|11|0,1571593479,LOGIN
IOS,2,0|2273,0|2273|0|02|0,1571593839,LOGIN
IOS_YY,1,0|2819,0|2819|0|01|1,1571595279,LOGOUT
IOS,23,2|1549,2|1549|2|23|1,1571595669,LOGIN
IOS,20,2|2508,2|2508|2|20|0,1571596359,LOGOUT
H5,15,1|503,1|503|1|15|0,1571597199,LOGOUT
ADR,13,1|1797,1|1797|1|13|0,1571597529,LOGIN
H5,24,2|2449,2|2449|2|24|0,1571597559,LOGIN
IOS_YY,11,1|1630,1|1630|1|11|1,1571597829,LOGOUT
IOS,3,0|755,0|755|0|03|0,1571598069,LOGOUT
H5,22,2|514,2|514|2|22|0,1571598609,LOGIN
IOS_YY,2,0|1388,0|1388|0|02|0,1571598699,LOGIN
H5,12,1|1277,1|1277|1|12|1,1571598969,LOGOUT
ADR,2,0|2176,0|2176|0|02|1,1571598999,LOGIN
H5,1,0|328,0|328|0|01|0,1571599269,LOGOUT
H5,2,0|654,0|654|0|02|0,1571599329,LOGOUT
IOS,11,1|2173,1|2173|1|11|1,1571599869,LOGOUT
ADR,23,2|1924,2|1924|2|23|0,1571600169,LOGOUT
IOS,1,0|1471,0|1471|0|01|1,1571600199,LOGIN
H5,22,2|908,2|908|2|22|1,1571600499,LOGOUT
H5,15,1|784,1|784|1|15|0,1571600619,LOGOUT
ADR,25,2|363,2|363|2|25|1,1571600829,LOGOUT
IOS,22,2|297,2|297|2|22|1,1571601459,LOGIN
IOS,2,0|2638,0|2638|0|02|0,1571601699,LOGOUT
IOS,2,0|2638,0|2638|0|02|0,1571601699,LOGOUT
IOS_YY,12,1|2294,1|2294|1|12|0,1571601729,LOGOUT
IOS_YY,14,1|769,1|769|1|14|0,1571602659,LOGOUT
ADR,0,0|2637,0|2637|0|00|1,1571602989,LOGIN
IOS,15,1|2023,1|2023|1|15|1,1571603439,LOGIN
ADR,13,1|143,1|143|1|13|1,1571603649,LOGOUT
ADR,14,1|2222,1|2222|1|14|1,1571604009,LOGOUT
IOS_YY,11,1|1481,1|1481|1|11|1,1571604129,LOGOUT
IOS_YY,4,0|2515,0|2515|0|04|1,1571604669,LOGIN
H5,15,1|1567,1|1567|1|15|0,1571604939,LOGOUT
ADR,0,0|1804,0|1804|0|00|0,1571605299,LOGOUT
IOS_YY,2,0|1557,0|1557|0|02|1,1571606349,LOGIN
H5,12,1|2787,1|2787|1|12|0,1571607429,LOGOUT
ADR,2,0|2875,0|2875|0|02|1,1571607459,LOGOUT
IOS_YY,12,1|2554,1|2554|1|12|0,1571609619,LOGIN
H5,1,0|2649,0|2649|0|01|1,1571609859,LOGIN
IOS,25,2|2669,2|2669|2|25|0,1571609889,LOGOUT
H5,3,0|2463,0|2463|0|03|0,1571610309,LOGOUT
IOS,3,0|1524_41,0|1524_41|0|03|1,1571610369,LOGOUT
H5,14,1|1178,1|1178|1|14|1,1571610489,LOGOUT
ADR,14,1|1296,1|1296|1|14|0,1571610519,LOGOUT
IOS,22,2|1293,2|1293|2|22|1,1571610849,LOGOUT
H5,15,1|2631,1|2631|1|15|1,1571611359,LOGIN
IOS_YY,3,0|1374,0|1374|0|03|0,1571611389,LOGOUT
H5,10,1|683,1|683|1|10|1,1571611509,LOGOUT
IOS,24,2|845,2|845|2|24|0,1571611959,LOGIN
IOS_YY,15,1|53,1|53|1|15|1,1571612139,LOGOUT
IOS_YY,1,0|2707,0|2707|0|01|1,1571612379,LOGOUT
H5,11,1|907,1|907|1|11|0,1571612919,LOGIN
ADR,0,0|1814,0|1814|0|00|0,1571613099,LOGIN
H5,14,1|1098,1|1098|1|14|1,1571613309,LOGIN
H5,1,0|1905,0|1905|0|01|0,1571613669,LOGIN
H5,22,2|1517,2|1517|2|22|1,1571613849,LOGOUT
H5,5,0|1665,0|1665|0|05|1,1571614209,LOGIN
ADR,20,2|2434,2|2434|2|20|0,1571614299,LOGIN
IOS,5,0|1936,0|1936|0|05|0,1571614779,LOGOUT
H5,21,2|2506,2|2506|2|21|0,1571615379,LOGOUT
H5,12,1|2811,1|2811|1|12|1,1571615499,LOGOUT
ADR,23,2|1494,2|1494|2|23|1,1571617389,LOGIN
IOS_YY,4,0|2090,0|2090|0|04|1,1571617749,LOGOUT
IOS,11,1|712,1|712|1|11|0,1571618049,LOGOUT
IOS,1,0|2214,0|2214|0|01|1,1571618199,LOGOUT
IOS,22,2|1063,2|1063|2|22|1,1571618619,LOGOUT
H5,2,0|1426,0|1426|0|02|0,1571619159,LOGOUT
IOS,4,0|412,0|412|0|04|1,1571619669,LOGIN
ADR,11,1|685,1|685|1|11|0,1571619969,LOGIN
ADR,4,0|437,0|437|0|04|0,1571621529,LOGIN
IOS_YY,4,0|1785,0|1785|0|04|1,1571621589,LOGIN
IOS_YY,4,0|1785,0|1785|0|04|1,1571621589,LOGIN
IOS_YY,14,1|307,1|307|1|14|1,1571622189,LOGOUT
ADR,21,2|485,2|485|2|21|0,1571623629,LOGOUT
IOS,12,1|2641,1|2641|1|12|1,1571623689,LOGIN
IOS_YY,24,2|437,2|437|2|24|0,1571624499,LOGIN
IOS_YY,2,0|939,0|939|0|02|1,1571624589,LOGOUT
IOS,10,1|2614,1|2614|1|10|1,1571625579,LOGOUT
IOS,0,0|545,0|545|0|00|0,1571625969,LOGOUT
H5,12,1|2501,1|2501|1|12|1,1571626269,LOGOUT
ADR,13,1|2976,1|2976|1|13|1,1571626299,LOGIN
IOS_YY,5,0|606,0|606|0|05|1,1571626569,LOGOUT
IOS_YY,13,1|2887,1|2887|1|13|0,1571626719,LOGOUT
H5,15,1|1470,1|1470|1|15|1,1571626809,LOGOUT
ADR,0,0|473,0|473|0|00|1,1571626899,LOGOUT
IOS_YY,3,0|639,0|639|0|03|1,1571627019,LOGIN
ADR,14,1|2902,1|2902|1|14|0,1571627949,LOGIN
IOS,4,0|2601,0|2601|0|04|1,1571627979,LOGIN
IOS_YY,25,2|2711,2|2711|2|25|0,1571628009,LOGIN
ADR,1,0|2504,0|2504|0|01|1,1571628459,LOGIN
H5,13,1|1174,1|1174|1|13|0,1571628669,LOGOUT
IOS,3,0|1989,0|1989|0|03|1,1571629209,LOGOUT
IOS_YY,0,0|2667,0|2667|0|00|0,1571629299,LOGIN
IOS_YY,0,0|2667,0|2667|0|00|0,1571629299,LOGIN
IOS,1,0|2541,0|2541|0|01|0,1571629509,LOGIN
H5,3,0|2217,0|2217|0|03|1,1571630289,LOGOUT
ADR,4,0|184,0|184|0|04|1,1571630319,LOGIN
H5,22,2|1873,2|1873|2|22|0,1571630499,LOGIN
H5,23,2|295,2|295|2|23|1,1571630859,LOGIN
ADR,24,2|2336,2|2336|2|24|1,1571630889,LOGIN
IOS,3,0|2318,0|2318|0|03|0,1571631069,LOGIN
IOS_YY,20,2|1770,2|1770|2|20|0,1571631519,LOGOUT
H5,2,0|1816,0|1816|0|02|1,1571631819,LOGIN
H5,0,0|1833,0|1833|0|00|1,1571631879,LOGIN
IOS,11,1|1282,1|1282|1|11|0,1571632299,LOGOUT
IOS,13,1|558,1|558|1|13|0,1571632599,LOGOUT
ADR,11,1|2439,1|2439|1|11|1,1571632959,LOGIN
IOS,5,0|117,0|117|0|05|0,1571633229,LOGIN
IOS,21,2|555_240,2|555_240|2|21|0,1571633529,LOGOUT
IOS,11,1|416,1|416|1|11|0,1571633739,LOGIN
IOS,2,0|2402,0|2402|0|02|0,1571633889,LOGOUT
H5,22,2|428,2|428|2|22|0,1571633949,LOGIN
H5,15,1|1556,1|1556|1|15|1,1571633979,LOGOUT
ADR,25,2|332,2|332|2|25|0,1571634399,LOGOUT
ADR,23,2|2582,2|2582|2|23|1,1571634639,LOGIN
ADR,10,1|2991,1|2991|1|10|1,1571634819,LOGOUT
H5,10,1|1599,1|1599|1|10|0,1571635449,LOGOUT
ADR,25,2|44_167,2|44_167|2|25|1,1571635629,LOGOUT
IOS_YY,22,2|252,2|252|2|22|1,1571635749,LOGIN
H5,2,0|2916,0|2916|0|02|0,1571636409,LOGIN
IOS_YY,13,1|325,1|325|1|13|0,1571636529,LOGIN
IOS,11,1|88,1|88|1|11|0,1571637249,LOGIN
H5,21,2|1245,2|1245|2|21|0,1571637309,LOGIN
H5,21,2|2216,2|2216|2|21|0,1571638029,LOGIN
H5,14,1|1955,1|1955|1|14|0,1571638149,LOGOUT
ADR,25,2|1330,2|1330|2|25|1,1571639049,LOGOUT
ADR,15,1|1102,1|1102|1|15|0,1571640369,LOGIN
ADR,25,2|84,2|84|2|25|1,1571640579,LOGOUT
ADR,13,1|1795,1|1795|1|13|0,1571641119,LOGOUT
H5,2,0|1356,0|1356|0|02|0,1571641239,LOGIN
H5,2,0|1356,0|1356|0|02|0,1571641239,LOGIN
ADR,1,0|536,0|536|0|01|1,1571642109,LOGIN
IOS_YY,20,2|1813,2|1813|2|20|1,1571642319,LOGOUT
H5,14,1|1141,1|1141|1|14|0,1571642949,LOGIN
IOS_YY,25,2|773,2|773|2|25|1,1571643099,LOGOUT
H5,21,2|1512,2|1512|2|21|0,1571643309,LOGOUT
IOS,24,2|2324,2|2324|2|24|0,1571643399,LOGIN
H5,4,0|2886,0|2886|0|04|1,1571643429,LOGIN
H5,23,2|2730,2|2730|2|23|1,1571643459,LOGOUT
ADR,12,1|872,1|872|1|12|1,1571643549,LOGIN
ADR,20,2|805,2|805|2|20|1,1571644119,LOGIN
IOS_YY,15,1|1635,1|1635|1|15|0,1571644719,LOGIN
H5,14,1|2998,1|2998|1|14|0,1571645079,LOGOUT
ADR,10,1|20_34,1|20_34|1|10|1,1571645139,LOGOUT
ADR,22,2|832_42,2|832_42|2|22|0,1571645619,LOGOUT
ADR,22,2|832_42,2|832_42|2|22|0,1571645619,LOGOUT
ADR,2,0|2339,0|2339|0|02|0,1571645829,LOGIN
IOS_YY,13,1|570,1|570|1|13|1,1571645889,LOGIN
IOS_YY,4,0|1230,0|1230|0|04|0,1571647539,LOGIN
IOS,24,2|1694,2|1694|2|24|1,1571647629,LOGIN
H5,13,1|1685,1|1685|1|13|0,1571649249,LOGIN
H5,13,1|1685,1|1685|1|13|0,1571649249,LOGIN
H5,13,1|1685,1|1685|1|13|0,1571649249,LOGIN
IOS_YY,15,1|2674,1|2674|1|15|0,1571649549,LOGOUT
H5,23,2|1050,2|1050|2|23|0,1571650239,LOGOUT
H5,23,2|1050,2|1050|2|23|0,1571650239,LOGOUT
ADR,3,0|1888_117,0|1888_117|0|03|1,1571650719,LOGIN
IOS,12,1|979,1|979|1|12|0,1571652639,LOGOUT
ADR,12,1|2777,1|2777|1|12|1,1571652879,LOGOUT
ADR,1,0|429,0|429|0|01|1,1571652969,LOGOUT
ADR,4,0|184,0|184|0|04|1,1571653749,LOGOUT
H5,11,1|2402,1|2402|1|11|0,1571654169,LOGOUT
ADR,0,0|2804,0|2804|0|00|0,1571655609,LOGOUT
ADR,14,1|2807,1|2807|1|14|0,1571655909,LOGIN
IOS,21,2|1616,2|1616|2|21|0,1571656449,LOGIN
ADR,11,1|804,1|804|1|11|0,1571656659,LOGOUT
H5,15,1|745,1|745|1|15|1,1571656779,LOGOUT
H5,15,1|745,1|745|1|15|1,1571656779,LOGOUT
IOS,25,2|1061,2|1061|2|25|1,1571656959,LOGIN
IOS,11,1|2884,1|2884|1|11|1,1571657199,LOGOUT
ADR,1,0|2978,0|2978|0|01|1,1571657469,LOGIN
ADR,10,1|709,1|709|1|10|1,1571658099,LOGOUT
ADR,25,2|2095,2|2095|2|25|0,1571658129,LOGOUT
ADR,1,0|338,0|338|0|01|0,1571658789,LOGIN
H5,5,0|2587,0|2587|0|05|1,1571659059,LOGOUT
H5,5,0|2587,0|2587|0|05|1,1571659059,LOGOUT
ADR,12,1|375,1|375|1|12|1,1571659359,LOGOUT
ADR,22,2|638,2|638|2|22|1,1571659929,LOGOUT
H5,21,2|917,2|917|2|21|0,1571660859,LOGIN
IOS_YY,1,0|1448,0|1448|0|01|0,1571661219,LOGOUT
H5,5,0|2869,0|2869|0|05|0,1571661309,LOGOUT
H5,5,0|2869,0|2869|0|05|0,1571661309,LOGOUT
IOS_YY,12,1|2554,1|2554|1|12|1,1571662299,LOGIN
H5,15,1|1735,1|1735|1|15|0,1571662449,LOGIN
IOS_YY,11,1|2063,1|2063|1|11|1,1571662719,LOGIN
IOS_YY,13,1|2879,1|2879|1|13|0,1571662839,LOGIN
IOS,11,1|1145_161,1|1145_161|1|11|0,1571663229,LOGOUT
ADR,5,0|2858,0|2858|0|05|1,1571663349,LOGOUT
IOS_YY,0,0|1729,0|1729|0|00|0,1571663709,LOGOUT
IOS_YY,0,0|1729,0|1729|0|00|0,1571663709,LOGOUT
